id,created_at,updated_at,distance,from_node_code,from_node_id,from_node_name,from_node_type,risk_probability,time,to_node_code,to_node_id,to_node_name,to_node_type
2292,1658900635628,,5754,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,1042,C33,33,WinMart+ 35B Xuân La,CUSTOMER
2293,1658900635628,,2675,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,516,C34,34,WinMart+ 133 Thụy Khuê,CUSTOMER
2294,1658900635629,,2026,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,412,C35,35,WinMart+ 55 Thụy Khuê,CUSTOMER
2295,1658900635629,,4279,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,809,C36,36,WinMart+ 151 Trích Sài,CUSTOMER
2296,1658900635630,,812,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,185,C37,37,WinMart+ 47 Phó Đức Chính,CUSTOMER
2297,1658900635637,,7120,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,1009,C38,38,WinMart+ 50 Nguyễn Hoàng Tôn,CUSTOMER
2298,1658900635638,,826,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,219,C39,39,WinMart+ 18B Nguyễn Biểu,CUSTOMER
2299,1658900635644,,4161,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,767,C40,40,WinMart+ 140 Đốc Ngữ,CUSTOMER
2300,1658900635646,,4233,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,841,C41,41,WinMart+ 69 Vạn Bảo,CUSTOMER
2301,1658900635646,,1493,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,348,C42,42,WinMart+ 20 Nguyễn Thiếp,CUSTOMER
2302,1658900635647,,0,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,0,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2303,1658900635647,,16999,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,2246,D1,1,Kho hàng AEON Mall Hà Đông,DEPOT
2304,1658900635648,,8196,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,1407,D2,2,Kho hàng Big C THĂNG LONG,DEPOT
2305,1658900635649,,10277,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,1641,D3,3,Kho hàng MM Mega Market Hoàng Mai,DEPOT
2306,1658900635650,,7458,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,1091,D4,4,Kho hàng AEON Mall Long Biên,DEPOT
2307,1658900635651,,9828,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,1659,D5,5,Công ty TNHH nước giải khát BlueSea (nước giải khát và đồ uống không cồn),DEPOT
2308,1658900637734,,2878,C1,1,VinMart Liễu Giai,CUSTOMER,0.01,486,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2309,1658900637736,,5745,C2,2,VinMart Đại La,CUSTOMER,0.01,1000,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2310,1658900637737,,7351,C3,3,VinMart Trương Định,CUSTOMER,0.01,1210,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2311,1658900637738,,4143,C4,4,VinMart Nguyễn Chí Thanh,CUSTOMER,0.01,730,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2312,1658900637738,,2729,C5,5,VinMart La Thành,CUSTOMER,0.01,516,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2313,1658900637739,,3495,C6,6,VinMart Đội Cấn,CUSTOMER,0.01,617,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2314,1658900637739,,5772,C7,7,VinMart Tràng An,CUSTOMER,0.01,945,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2315,1658900637739,,6126,C8,8,VinMart Võ Thị Sáu,CUSTOMER,0.01,1000,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2316,1658900637740,,5245,C9,9,VinMart Xuân Diệu,CUSTOMER,0.01,812,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2317,1658900637740,,3842,C10,10,VinMart Thái Thịnh,CUSTOMER,0.01,714,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2318,1658900637741,,5093,C11,11,VinMart Nguyễn Văn Cừ II,CUSTOMER,0.01,895,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2319,1658900637741,,9707,C12,12,VinMart Hà Đông 2,CUSTOMER,0.01,1481,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2320,1658900637742,,4758,C13,13,VinMart Bà Triệu,CUSTOMER,0.01,765,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2321,1658900637742,,17062,C14,14,VinMart Ocean Park,CUSTOMER,0.01,2148,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2322,1658900637743,,19765,C15,15,VinMart Đan Phượng,CUSTOMER,0.01,2758,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2323,1658900637744,,16572,C16,16,VinMart Hoài Đức,CUSTOMER,0.01,2465,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2338,1658900655862,,5242,C31,31,WinMart+ 123 Trịnh Công Sơn,CUSTOMER,0.01,724,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2339,1658900655862,,2913,C32,32,WinMart+ 123 Âu Cơ,CUSTOMER,0.01,436,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2340,1658900655863,,7982,C33,33,WinMart+ 35B Xuân La,CUSTOMER,0.01,1057,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2341,1658900655863,,2944,C34,34,WinMart+ 133 Thụy Khuê,CUSTOMER,0.01,548,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2342,1658900655864,,2296,C35,35,WinMart+ 55 Thụy Khuê,CUSTOMER,0.01,437,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2343,1658900655864,,4594,C36,36,WinMart+ 151 Trích Sài,CUSTOMER,0.01,863,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2344,1658900655865,,1108,C37,37,WinMart+ 47 Phó Đức Chính,CUSTOMER,0.01,254,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2345,1658900655865,,7515,C38,38,WinMart+ 50 Nguyễn Hoàng Tôn,CUSTOMER,0.01,1002,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2346,1658900655866,,943,C39,39,WinMart+ 18B Nguyễn Biểu,CUSTOMER,0.01,229,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2347,1658900655866,,4290,C40,40,WinMart+ 140 Đốc Ngữ,CUSTOMER,0.01,756,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2348,1658900655867,,4595,C41,41,WinMart+ 69 Vạn Bảo,CUSTOMER,0.01,811,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2349,1658900655867,,948,C42,42,WinMart+ 20 Nguyễn Thiếp,CUSTOMER,0.01,244,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2350,1658900655868,,14062,D1,1,Kho hàng AEON Mall Hà Đông,DEPOT,0.01,2063,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2351,1658900655868,,8934,D2,2,Kho hàng Big C THĂNG LONG,DEPOT,0.01,1521,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2352,1658900655869,,11071,D3,3,Kho hàng MM Mega Market Hoàng Mai,DEPOT,0.01,1825,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2353,1658900655869,,7266,D4,4,Kho hàng AEON Mall Long Biên,DEPOT,0.01,1099,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2354,1658900655870,,10649,D5,5,Công ty TNHH nước giải khát BlueSea (nước giải khát và đồ uống không cồn),DEPOT,0.01,1775,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2360,1658900657961,,7423,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,1071,C31,31,WinMart+ 123 Trịnh Công Sơn,CUSTOMER
2361,1658900657962,,5088,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,787,C32,32,WinMart+ 123 Âu Cơ,CUSTOMER
2362,1658900657964,,6900,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,1153,C33,33,WinMart+ 35B Xuân La,CUSTOMER
2363,1658900657965,,3820,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,628,C34,34,WinMart+ 133 Thụy Khuê,CUSTOMER
2364,1658900657966,,3171,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,524,C35,35,WinMart+ 55 Thụy Khuê,CUSTOMER
2365,1658900657967,,5425,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,920,C36,36,WinMart+ 151 Trích Sài,CUSTOMER
2366,1658900657968,,3406,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,564,C37,37,WinMart+ 47 Phó Đức Chính,CUSTOMER
2367,1658900657969,,8356,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,1303,C38,38,WinMart+ 50 Nguyễn Hoàng Tôn,CUSTOMER
2368,1658900657971,,1772,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,311,C39,39,WinMart+ 18B Nguyễn Biểu,CUSTOMER
2369,1658900657972,,3666,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,749,C40,40,WinMart+ 140 Đốc Ngữ,CUSTOMER
2370,1658900657973,,3168,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,586,C41,41,WinMart+ 69 Vạn Bảo,CUSTOMER
2371,1658900657973,,2094,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,449,C42,42,WinMart+ 20 Nguyễn Thiếp,CUSTOMER
2372,1658900657974,,2558,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,490,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2373,1658900657975,,0,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,0,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2374,1658900657976,,13530,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,2001,D1,1,Kho hàng AEON Mall Hà Đông,DEPOT
2375,1658900657977,,6914,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,1239,D2,2,Kho hàng Big C THĂNG LONG,DEPOT
2376,1658900657978,,9029,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,1398,D3,3,Kho hàng MM Mega Market Hoàng Mai,DEPOT
2377,1658900657979,,8165,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,1240,D4,4,Kho hàng AEON Mall Long Biên,DEPOT
2378,1658900657979,,8488,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,1545,D5,5,Công ty TNHH nước giải khát BlueSea (nước giải khát và đồ uống không cồn),DEPOT
2379,1658900661161,,1379,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,246,C1,1,VinMart Liễu Giai,CUSTOMER
2380,1658900661163,,5894,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,948,C2,2,VinMart Đại La,CUSTOMER
2381,1658900661164,,7953,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1292,C3,3,VinMart Trương Định,CUSTOMER
2382,1658900661165,,1242,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,284,C4,4,VinMart Nguyễn Chí Thanh,CUSTOMER
2383,1658900661165,,2248,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,451,C5,5,VinMart La Thành,CUSTOMER
2384,1658900661166,,4229,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,739,C6,6,VinMart Đội Cấn,CUSTOMER
2385,1658900661166,,4489,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,766,C7,7,VinMart Tràng An,CUSTOMER
2386,1658900661167,,7006,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1244,C8,8,VinMart Võ Thị Sáu,CUSTOMER
2387,1658900661167,,8003,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1222,C9,9,VinMart Xuân Diệu,CUSTOMER
2388,1658900661169,,2488,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,536,C10,10,VinMart Thái Thịnh,CUSTOMER
2389,1658900661170,,9588,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1450,C11,11,VinMart Nguyễn Văn Cừ II,CUSTOMER
2390,1658900661171,,8541,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1282,C12,12,VinMart Hà Đông 2,CUSTOMER
2391,1658900661172,,6203,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1186,C13,13,VinMart Bà Triệu,CUSTOMER
2392,1658900661172,,27311,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,2502,C14,14,VinMart Ocean Park,CUSTOMER
2393,1658900661173,,16743,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,2247,C15,15,VinMart Đan Phượng,CUSTOMER
2394,1658900661173,,13630,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1965,C16,16,VinMart Hoài Đức,CUSTOMER
2409,1658900678131,,7301,C31,31,WinMart+ 123 Trịnh Công Sơn,CUSTOMER,0.01,1045,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2410,1658900678132,,4973,C32,32,WinMart+ 123 Âu Cơ,CUSTOMER,0.01,757,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2411,1658900678133,,7142,C33,33,WinMart+ 35B Xuân La,CUSTOMER,0.01,1124,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2412,1658900678134,,3561,C34,34,WinMart+ 133 Thụy Khuê,CUSTOMER,0.01,587,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2413,1658900678134,,2912,C35,35,WinMart+ 55 Thụy Khuê,CUSTOMER,0.01,476,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2414,1658900678135,,5211,C36,36,WinMart+ 151 Trích Sài,CUSTOMER,0.01,902,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2415,1658900678136,,2663,C37,37,WinMart+ 47 Phó Đức Chính,CUSTOMER,0.01,524,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2416,1658900678136,,8330,C38,38,WinMart+ 50 Nguyễn Hoàng Tôn,CUSTOMER,0.01,1153,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2417,1658900678137,,1560,C39,39,WinMart+ 18B Nguyễn Biểu,CUSTOMER,0.01,257,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2418,1658900678138,,3881,C40,40,WinMart+ 140 Đốc Ngữ,CUSTOMER,0.01,711,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2419,1658900678139,,3080,C41,41,WinMart+ 69 Vạn Bảo,CUSTOMER,0.01,562,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2420,1658900678140,,2816,C42,42,WinMart+ 20 Nguyễn Thiếp,CUSTOMER,0.01,564,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2421,1658900678140,,2386,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,476,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2422,1658900678142,,12272,D1,1,Kho hàng AEON Mall Hà Đông,DEPOT,0.01,1795,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2423,1658900678143,,7143,D2,2,Kho hàng Big C THĂNG LONG,DEPOT,0.01,1253,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2424,1658900678144,,11806,D3,3,Kho hàng MM Mega Market Hoàng Mai,DEPOT,0.01,1733,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2425,1658900678145,,8653,D4,4,Kho hàng AEON Mall Long Biên,DEPOT,0.01,1366,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2426,1658900678145,,8735,D5,5,Công ty TNHH nước giải khát BlueSea (nước giải khát và đồ uống không cồn),DEPOT,0.01,1512,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2427,1658900681412,,1554,C1,1,VinMart Liễu Giai,CUSTOMER,0.01,277,C45,45,WinMart+ 575 La Thành,CUSTOMER
2428,1658900681414,,5324,C2,2,VinMart Đại La,CUSTOMER,0.01,1008,C45,45,WinMart+ 575 La Thành,CUSTOMER
2429,1658900681416,,6930,C3,3,VinMart Trương Định,CUSTOMER,0.01,1218,C45,45,WinMart+ 575 La Thành,CUSTOMER
2430,1658900681417,,2160,C4,4,VinMart Nguyễn Chí Thanh,CUSTOMER,0.01,418,C45,45,WinMart+ 575 La Thành,CUSTOMER
2431,1658900681417,,1162,C5,5,VinMart La Thành,CUSTOMER,0.01,284,C45,45,WinMart+ 575 La Thành,CUSTOMER
2432,1658900681418,,2171,C6,6,VinMart Đội Cấn,CUSTOMER,0.01,409,C45,45,WinMart+ 575 La Thành,CUSTOMER
2433,1658900681419,,4447,C7,7,VinMart Tràng An,CUSTOMER,0.01,737,C45,45,WinMart+ 575 La Thành,CUSTOMER
2434,1658900681420,,5706,C8,8,VinMart Võ Thị Sáu,CUSTOMER,0.01,1007,C45,45,WinMart+ 575 La Thành,CUSTOMER
2435,1658900681422,,7222,C9,9,VinMart Xuân Diệu,CUSTOMER,0.01,1174,C45,45,WinMart+ 575 La Thành,CUSTOMER
2436,1658900681423,,3260,C10,10,VinMart Thái Thịnh,CUSTOMER,0.01,668,C45,45,WinMart+ 575 La Thành,CUSTOMER
2437,1658900681424,,7532,C11,11,VinMart Nguyễn Văn Cừ II,CUSTOMER,0.01,1368,C45,45,WinMart+ 575 La Thành,CUSTOMER
2438,1658900681424,,9531,C12,12,VinMart Hà Đông 2,CUSTOMER,0.01,1529,C45,45,WinMart+ 575 La Thành,CUSTOMER
2439,1658900681425,,4337,C13,13,VinMart Bà Triệu,CUSTOMER,0.01,773,C45,45,WinMart+ 575 La Thành,CUSTOMER
2440,1658900681426,,19305,C14,14,VinMart Ocean Park,CUSTOMER,0.01,2419,C45,45,WinMart+ 575 La Thành,CUSTOMER
2441,1658900681426,,18440,C15,15,VinMart Đan Phượng,CUSTOMER,0.01,2550,C45,45,WinMart+ 575 La Thành,CUSTOMER
2442,1658900681427,,15247,C16,16,VinMart Hoài Đức,CUSTOMER,0.01,2257,C45,45,WinMart+ 575 La Thành,CUSTOMER
2452,1658900700490,,6020,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,1061,C1,1,VinMart Liễu Giai,CUSTOMER
2453,1658900700499,,8508,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,1533,C2,2,VinMart Đại La,CUSTOMER
2454,1658900700500,,9413,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,1717,C3,3,VinMart Trương Định,CUSTOMER
2455,1658900700501,,7260,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,1260,C4,4,VinMart Nguyễn Chí Thanh,CUSTOMER
2456,1658900700502,,5063,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,1087,C5,5,VinMart La Thành,CUSTOMER
2457,1658900700503,,4697,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,974,C6,6,VinMart Đội Cấn,CUSTOMER
2458,1658900700504,,7264,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,1305,C7,7,VinMart Tràng An,CUSTOMER
2459,1658900700504,,7154,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,1186,C8,8,VinMart Võ Thị Sáu,CUSTOMER
2460,1658900700505,,3462,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,564,C9,9,VinMart Xuân Diệu,CUSTOMER
2461,1658900700505,,6586,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,1351,C10,10,VinMart Thái Thịnh,CUSTOMER
2462,1658900700506,,5000,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,820,C11,11,VinMart Nguyễn Văn Cừ II,CUSTOMER
2463,1658900700506,,12397,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,2106,C12,12,VinMart Hà Đông 2,CUSTOMER
2464,1658900700507,,6129,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,1257,C13,13,VinMart Bà Triệu,CUSTOMER
2465,1658900700507,,16528,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,1911,C14,14,VinMart Ocean Park,CUSTOMER
2466,1658900700508,,23879,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,2676,C15,15,VinMart Đan Phượng,CUSTOMER
2467,1658900700508,,21132,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,2455,C16,16,VinMart Hoài Đức,CUSTOMER
2482,1658900701726,,8279,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1065,C31,31,WinMart+ 123 Trịnh Công Sơn,CUSTOMER
2483,1658900701727,,7723,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1157,C32,32,WinMart+ 123 Âu Cơ,CUSTOMER
2484,1658900701728,,6206,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,732,C33,33,WinMart+ 35B Xuân La,CUSTOMER
2485,1658900701729,,3274,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,511,C34,34,WinMart+ 133 Thụy Khuê,CUSTOMER
2486,1658900701729,,3928,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,623,C35,35,WinMart+ 55 Thụy Khuê,CUSTOMER
2487,1658900701731,,3848,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,608,C36,36,WinMart+ 151 Trích Sài,CUSTOMER
2488,1658900701732,,6041,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,933,C37,37,WinMart+ 47 Phó Đức Chính,CUSTOMER
2489,1658900701733,,6894,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,845,C38,38,WinMart+ 50 Nguyễn Hoàng Tôn,CUSTOMER
2490,1658900701733,,5263,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,817,C39,39,WinMart+ 18B Nguyễn Biểu,CUSTOMER
2491,1658900701734,,2295,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,377,C40,40,WinMart+ 140 Đốc Ngữ,CUSTOMER
2492,1658900701740,,1990,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,297,C41,41,WinMart+ 69 Vạn Bảo,CUSTOMER
2493,1658900701741,,6210,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1022,C42,42,WinMart+ 20 Nguyễn Thiếp,CUSTOMER
2494,1658900701741,,6049,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1000,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
2495,1658900701742,,4258,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,732,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
2496,1658900701742,,0,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,0,C45,45,WinMart+ 575 La Thành,CUSTOMER
2497,1658900701743,,12300,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1438,D1,1,Kho hàng AEON Mall Hà Đông,DEPOT
2498,1658900701743,,3497,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,600,D2,2,Kho hàng Big C THĂNG LONG,DEPOT
2499,1658900701744,,14479,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1581,D3,3,Kho hàng MM Mega Market Hoàng Mai,DEPOT
2500,1658900701744,,13080,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1822,D4,4,Kho hàng AEON Mall Long Biên,DEPOT
2501,1658900701745,,6002,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,1067,D5,5,Công ty TNHH nước giải khát BlueSea (nước giải khát và đồ uống không cồn),DEPOT
2502,1658900720689,,5805,C1,1,VinMart Liễu Giai,CUSTOMER,0.01,1085,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2503,1658900720704,,9077,C2,2,VinMart Đại La,CUSTOMER,0.01,1410,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2504,1658900720705,,10448,C3,3,VinMart Trương Định,CUSTOMER,0.01,1708,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2505,1658900720706,,7026,C4,4,VinMart Nguyễn Chí Thanh,CUSTOMER,0.01,1246,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2506,1658900720706,,5656,C5,5,VinMart La Thành,CUSTOMER,0.01,1115,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2507,1658900720707,,5602,C6,6,VinMart Đội Cấn,CUSTOMER,0.01,1025,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2508,1658900720707,,7525,C7,7,VinMart Tràng An,CUSTOMER,0.01,1353,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2509,1658900720708,,6830,C8,8,VinMart Võ Thị Sáu,CUSTOMER,0.01,1048,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2510,1658900720708,,3982,C9,9,VinMart Xuân Diệu,CUSTOMER,0.01,643,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2511,1658900720709,,6769,C10,10,VinMart Thái Thịnh,CUSTOMER,0.01,1313,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2512,1658900720710,,3812,C11,11,VinMart Nguyễn Văn Cừ II,CUSTOMER,0.01,580,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2513,1658900720710,,12634,C12,12,VinMart Hà Đông 2,CUSTOMER,0.01,2080,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2514,1658900720711,,7184,C13,13,VinMart Bà Triệu,CUSTOMER,0.01,1119,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2515,1658900720711,,15781,C14,14,VinMart Ocean Park,CUSTOMER,0.01,1834,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2516,1658900720712,,24073,C15,15,VinMart Đan Phượng,CUSTOMER,0.01,2761,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2517,1658900720712,,21843,C16,16,VinMart Hoài Đức,CUSTOMER,0.01,2674,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
2532,1658900721931,,8490,C31,31,WinMart+ 123 Trịnh Công Sơn,CUSTOMER,0.01,1220,C45,45,WinMart+ 575 La Thành,CUSTOMER
2533,1658900721932,,6949,C32,32,WinMart+ 123 Âu Cơ,CUSTOMER,0.01,1118,C45,45,WinMart+ 575 La Thành,CUSTOMER
2534,1658900721933,,5817,C33,33,WinMart+ 35B Xuân La,CUSTOMER,0.01,916,C45,45,WinMart+ 575 La Thành,CUSTOMER
2535,1658900721934,,3574,C34,34,WinMart+ 133 Thụy Khuê,CUSTOMER,0.01,652,C45,45,WinMart+ 575 La Thành,CUSTOMER
