id,distance,from_node_code,from_node_id,from_node_type,time,to_node_code,to_node_id,to_node_type
4690,2109,C58,58,CUSTOMER,358,C63,63,CUSTOMER
4691,4456,C59,59,CUSTOMER,823,C63,63,CUSTOMER
4692,3634,C60,60,CUSTOMER,624,C63,63,CUSTOMER
4694,6127,C62,62,CUSTOMER,1035,C63,63,CUSTOMER
4695,9881,D1,1,DEPOT,1437,C63,63,CUSTOMER
4696,4753,D2,2,DEPOT,895,C63,63,CUSTOMER
4697,11384,D3,3,DEPOT,1110,C63,63,CUSTOMER
4698,10570,D4,4,DEPOT,1426,C63,63,CUSTOMER
4699,10008,D5,5,DEPOT,1172,C63,63,CUSTOMER
4705,8897,C64,64,CUSTOMER,1168,C31,31,CUSTOMER
4706,11578,C64,64,CUSTOMER,1384,C32,32,CUSTOMER
4707,6824,C64,64,CUSTOMER,835,C33,33,CUSTOMER
4708,4998,C64,64,CUSTOMER,764,C34,34,CUSTOMER
4709,5653,C64,64,CUSTOMER,876,C35,35,CUSTOMER
4710,5852,C64,64,CUSTOMER,878,C36,36,CUSTOMER
4711,7766,C64,64,CUSTOMER,1186,C37,37,CUSTOMER
4712,7511,C64,64,CUSTOMER,948,C38,38,CUSTOMER
4713,6987,C64,64,CUSTOMER,1071,C39,39,CUSTOMER
4714,4019,C64,64,CUSTOMER,630,C40,40,CUSTOMER
4715,3715,C64,64,CUSTOMER,550,C41,41,CUSTOMER
4716,7934,C64,64,CUSTOMER,1275,C42,42,CUSTOMER
4717,7773,C64,64,CUSTOMER,1253,C43,43,CUSTOMER
4718,5983,C64,64,CUSTOMER,985,C44,44,CUSTOMER
4719,4000,C64,64,CUSTOMER,673,C45,45,CUSTOMER
4720,8866,C64,64,CUSTOMER,1501,C46,46,CUSTOMER
4721,8407,C64,64,CUSTOMER,1376,C47,47,CUSTOMER
4722,6040,C64,64,CUSTOMER,934,C48,48,CUSTOMER
4723,4356,C64,64,CUSTOMER,764,C49,49,CUSTOMER
4724,3918,C64,64,CUSTOMER,631,C50,50,CUSTOMER
4725,6325,C1,1,CUSTOMER,1122,C65,65,CUSTOMER
4726,6474,C2,2,CUSTOMER,1180,C65,65,CUSTOMER
4727,7724,C3,3,CUSTOMER,1359,C65,65,CUSTOMER
4728,7546,C4,4,CUSTOMER,1282,C65,65,CUSTOMER
4729,6175,C5,5,CUSTOMER,1151,C65,65,CUSTOMER
4730,6122,C6,6,CUSTOMER,1062,C65,65,CUSTOMER
4731,8044,C7,7,CUSTOMER,1389,C65,65,CUSTOMER
4732,4227,C8,8,CUSTOMER,819,C65,65,CUSTOMER
4733,5010,C9,9,CUSTOMER,809,C65,65,CUSTOMER
4734,6958,C10,10,CUSTOMER,1306,C65,65,CUSTOMER
4735,2815,C11,11,CUSTOMER,458,C65,65,CUSTOMER
4736,12822,C12,12,CUSTOMER,2073,C65,65,CUSTOMER
4737,3609,C13,13,CUSTOMER,774,C65,65,CUSTOMER
4738,14785,C14,14,CUSTOMER,1712,C65,65,CUSTOMER
4739,25100,C15,15,CUSTOMER,2927,C65,65,CUSTOMER
4740,22871,C16,16,CUSTOMER,2840,C65,65,CUSTOMER
4755,8936,C31,31,CUSTOMER,1143,C64,64,CUSTOMER
4756,8702,C32,32,CUSTOMER,1321,C64,64,CUSTOMER
4757,6912,C33,33,CUSTOMER,807,C64,64,CUSTOMER
4758,4365,C34,34,CUSTOMER,696,C64,64,CUSTOMER
4759,5020,C35,35,CUSTOMER,800,C64,64,CUSTOMER
4760,4893,C36,36,CUSTOMER,798,C64,64,CUSTOMER
4761,7068,C37,37,CUSTOMER,1111,C64,64,CUSTOMER
4762,7451,C38,38,CUSTOMER,867,C64,64,CUSTOMER
4763,6484,C39,39,CUSTOMER,1074,C64,64,CUSTOMER
4764,3348,C40,40,CUSTOMER,546,C64,64,CUSTOMER
4765,3079,C41,41,CUSTOMER,512,C64,64,CUSTOMER
4766,7476,C42,42,CUSTOMER,1301,C64,64,CUSTOMER
4767,7046,C43,43,CUSTOMER,1213,C64,64,CUSTOMER
4768,5764,C44,44,CUSTOMER,1045,C64,64,CUSTOMER
4769,2347,C45,45,CUSTOMER,405,C64,64,CUSTOMER
4770,8365,C46,46,CUSTOMER,1382,C64,64,CUSTOMER
4771,7906,C47,47,CUSTOMER,1234,C64,64,CUSTOMER
4772,5031,C48,48,CUSTOMER,875,C64,64,CUSTOMER
4773,3750,C49,49,CUSTOMER,689,C64,64,CUSTOMER
4774,3242,C50,50,CUSTOMER,563,C64,64,CUSTOMER
4780,7337,C65,65,CUSTOMER,1040,C31,31,CUSTOMER
4781,5002,C65,65,CUSTOMER,756,C32,32,CUSTOMER
4782,9784,C65,65,CUSTOMER,1369,C33,33,CUSTOMER
4783,4614,C65,65,CUSTOMER,878,C34,34,CUSTOMER
4784,3965,C65,65,CUSTOMER,775,C35,35,CUSTOMER
4785,6219,C65,65,CUSTOMER,1171,C36,36,CUSTOMER
4786,3247,C65,65,CUSTOMER,610,C37,37,CUSTOMER
4787,9262,C65,65,CUSTOMER,1346,C38,38,CUSTOMER
4788,2766,C65,65,CUSTOMER,581,C39,39,CUSTOMER
4789,5252,C65,65,CUSTOMER,1087,C40,40,CUSTOMER
4790,4905,C65,65,CUSTOMER,948,C41,41,CUSTOMER
4791,1945,C65,65,CUSTOMER,420,C42,42,CUSTOMER
4792,2457,C65,65,CUSTOMER,518,C43,43,CUSTOMER
4793,2738,C65,65,CUSTOMER,576,C44,44,CUSTOMER
4794,5177,C65,65,CUSTOMER,1050,C45,45,CUSTOMER
4795,2956,C65,65,CUSTOMER,581,C46,46,CUSTOMER
4796,2497,C65,65,CUSTOMER,456,C47,47,CUSTOMER
4797,3523,C65,65,CUSTOMER,715,C48,48,CUSTOMER
4798,4162,C65,65,CUSTOMER,909,C49,49,CUSTOMER
4799,5714,C65,65,CUSTOMER,1128,C50,50,CUSTOMER
4800,6323,C66,66,CUSTOMER,1064,C1,1,CUSTOMER
4801,12218,C66,66,CUSTOMER,1434,C2,2,CUSTOMER
4802,17148,C66,66,CUSTOMER,1769,C3,3,CUSTOMER
4803,6243,C66,66,CUSTOMER,1197,C4,4,CUSTOMER
4804,8866,C66,66,CUSTOMER,1527,C5,5,CUSTOMER
4805,9173,C66,66,CUSTOMER,1556,C6,6,CUSTOMER
4806,5549,C66,66,CUSTOMER,908,C7,7,CUSTOMER
4807,14556,C66,66,CUSTOMER,1854,C8,8,CUSTOMER
4808,13322,C66,66,CUSTOMER,1579,C9,9,CUSTOMER
4809,10184,C66,66,CUSTOMER,1209,C10,10,CUSTOMER
4810,15052,C66,66,CUSTOMER,2326,C11,11,CUSTOMER
4811,10659,C66,66,CUSTOMER,1275,C12,12,CUSTOMER
4812,14146,C66,66,CUSTOMER,1892,C13,13,CUSTOMER
4813,28943,C66,66,CUSTOMER,2388,C14,14,CUSTOMER
4814,12702,C66,66,CUSTOMER,1532,C15,15,CUSTOMER
4815,9589,C66,66,CUSTOMER,1250,C16,16,CUSTOMER
4825,2875,C64,64,CUSTOMER,463,C51,51,CUSTOMER
4826,7634,C64,64,CUSTOMER,1216,C52,52,CUSTOMER
4827,2018,C64,64,CUSTOMER,297,C53,53,CUSTOMER
4828,5495,C64,64,CUSTOMER,1020,C54,54,CUSTOMER
4829,4272,C64,64,CUSTOMER,818,C55,55,CUSTOMER
4830,3676,C64,64,CUSTOMER,683,C56,56,CUSTOMER
4831,1751,C64,64,CUSTOMER,366,C57,57,CUSTOMER
4832,3339,C64,64,CUSTOMER,670,C58,58,CUSTOMER
4833,6424,C64,64,CUSTOMER,1116,C59,59,CUSTOMER
4834,6127,C64,64,CUSTOMER,1061,C60,60,CUSTOMER
4836,4145,C64,64,CUSTOMER,754,C62,62,CUSTOMER
4837,3385,C64,64,CUSTOMER,635,C63,63,CUSTOMER
4838,0,C64,64,CUSTOMER,0,C64,64,CUSTOMER
4839,10176,C64,64,CUSTOMER,1136,D1,1,DEPOT
4840,1373,C64,64,CUSTOMER,297,D2,2,DEPOT
4841,12355,C64,64,CUSTOMER,1278,D3,3,DEPOT
4842,12894,C64,64,CUSTOMER,1801,D4,4,DEPOT
4843,7259,C64,64,CUSTOMER,878,D5,5,DEPOT
4849,7066,C31,31,CUSTOMER,1042,C65,65,CUSTOMER
4850,4737,C32,32,CUSTOMER,754,C65,65,CUSTOMER
4851,9807,C33,33,CUSTOMER,1375,C65,65,CUSTOMER
4852,4556,C34,34,CUSTOMER,832,C65,65,CUSTOMER
4853,3908,C35,35,CUSTOMER,722,C65,65,CUSTOMER
4854,6206,C36,36,CUSTOMER,1148,C65,65,CUSTOMER
4855,2933,C37,37,CUSTOMER,572,C65,65,CUSTOMER
4856,9339,C38,38,CUSTOMER,1319,C65,65,CUSTOMER
4857,2555,C39,39,CUSTOMER,514,C65,65,CUSTOMER
4858,5902,C40,40,CUSTOMER,1041,C65,65,CUSTOMER
4859,6207,C41,41,CUSTOMER,1096,C65,65,CUSTOMER
4860,1553,C42,42,CUSTOMER,315,C65,65,CUSTOMER
4861,2838,C43,43,CUSTOMER,561,C65,65,CUSTOMER
4862,2796,C44,44,CUSTOMER,610,C65,65,CUSTOMER
4863,7660,C45,45,CUSTOMER,1284,C65,65,CUSTOMER
4864,3073,C46,46,CUSTOMER,655,C65,65,CUSTOMER
4865,2613,C47,47,CUSTOMER,507,C65,65,CUSTOMER
4866,4199,C48,48,CUSTOMER,760,C65,65,CUSTOMER
4867,5358,C49,49,CUSTOMER,1000,C65,65,CUSTOMER
4868,6359,C50,50,CUSTOMER,1155,C65,65,CUSTOMER
4869,9296,C1,1,CUSTOMER,1143,C66,66,CUSTOMER
4870,12306,C2,2,CUSTOMER,1565,C66,66,CUSTOMER
4871,13928,C3,3,CUSTOMER,1857,C66,66,CUSTOMER
4872,7823,C4,4,CUSTOMER,873,C66,66,CUSTOMER
4873,9782,C5,5,CUSTOMER,1291,C66,66,CUSTOMER
4874,9765,C6,6,CUSTOMER,1168,C66,66,CUSTOMER
4875,6559,C7,7,CUSTOMER,1083,C66,66,CUSTOMER
4876,13795,C8,8,CUSTOMER,1819,C66,66,CUSTOMER
4877,15433,C9,9,CUSTOMER,1642,C66,66,CUSTOMER
4878,9644,C10,10,CUSTOMER,1143,C66,66,CUSTOMER
4879,17312,C11,11,CUSTOMER,2240,C66,66,CUSTOMER
4880,8305,C12,12,CUSTOMER,1082,C66,66,CUSTOMER
4881,13424,C13,13,CUSTOMER,1731,C66,66,CUSTOMER
4882,28757,C14,14,CUSTOMER,2407,C66,66,CUSTOMER
4883,12420,C15,15,CUSTOMER,1387,C66,66,CUSTOMER
4884,9227,C16,16,CUSTOMER,1094,C66,66,CUSTOMER
4894,2796,C51,51,CUSTOMER,464,C64,64,CUSTOMER
4895,7106,C52,52,CUSTOMER,1207,C64,64,CUSTOMER
4896,569,C53,53,CUSTOMER,139,C64,64,CUSTOMER
4897,4341,C54,54,CUSTOMER,848,C64,64,CUSTOMER
4898,3579,C55,55,CUSTOMER,691,C64,64,CUSTOMER
4899,3306,C56,56,CUSTOMER,693,C64,64,CUSTOMER
4900,1878,C57,57,CUSTOMER,329,C64,64,CUSTOMER
4901,2868,C58,58,CUSTOMER,577,C64,64,CUSTOMER
4902,5531,C59,59,CUSTOMER,1090,C64,64,CUSTOMER
4903,4710,C60,60,CUSTOMER,891,C64,64,CUSTOMER
4905,4001,C62,62,CUSTOMER,718,C64,64,CUSTOMER
4906,2524,C63,63,CUSTOMER,523,C64,64,CUSTOMER
4907,7621,D1,1,DEPOT,1076,C64,64,CUSTOMER
4908,1997,D2,2,DEPOT,455,C64,64,CUSTOMER
4909,12483,D3,3,DEPOT,1234,C64,64,CUSTOMER
4910,12474,D4,4,DEPOT,1783,C64,64,CUSTOMER
4911,5585,D5,5,DEPOT,969,C64,64,CUSTOMER
4912,5577,C65,65,CUSTOMER,1086,C51,51,CUSTOMER
4913,2098,C65,65,CUSTOMER,445,C52,52,CUSTOMER
4914,6923,C65,65,CUSTOMER,1315,C53,53,CUSTOMER
4915,3393,C65,65,CUSTOMER,715,C54,54,CUSTOMER
4916,4162,C65,65,CUSTOMER,852,C55,55,CUSTOMER
4917,5081,C65,65,CUSTOMER,1065,C56,56,CUSTOMER
4918,7718,C65,65,CUSTOMER,1437,C57,57,CUSTOMER
4919,5426,C65,65,CUSTOMER,1101,C58,58,CUSTOMER
4920,2469,C65,65,CUSTOMER,602,C59,59,CUSTOMER
4921,3156,C65,65,CUSTOMER,690,C60,60,CUSTOMER
4923,7484,C65,65,CUSTOMER,1424,C62,62,CUSTOMER
4924,7593,C65,65,CUSTOMER,1316,C63,63,CUSTOMER
4925,7501,C65,65,CUSTOMER,1406,C64,64,CUSTOMER
4926,0,C65,65,CUSTOMER,0,C65,65,CUSTOMER
4927,16169,C65,65,CUSTOMER,2432,D1,1,DEPOT
4928,8651,C65,65,CUSTOMER,1601,D2,2,DEPOT
4929,7631,C65,65,CUSTOMER,1240,D3,3,DEPOT
4930,6353,C65,65,CUSTOMER,911,D4,4,DEPOT
4931,10225,C65,65,CUSTOMER,1906,D5,5,DEPOT
4937,11023,C66,66,CUSTOMER,1377,C31,31,CUSTOMER
4938,13704,C66,66,CUSTOMER,1593,C32,32,CUSTOMER
4939,8949,C66,66,CUSTOMER,1044,C33,33,CUSTOMER
4940,8738,C66,66,CUSTOMER,1388,C34,34,CUSTOMER
4941,9392,C66,66,CUSTOMER,1499,C35,35,CUSTOMER
4942,7221,C66,66,CUSTOMER,1178,C36,36,CUSTOMER
4943,11505,C66,66,CUSTOMER,1810,C37,37,CUSTOMER
4944,9601,C66,66,CUSTOMER,1095,C38,38,CUSTOMER
4945,10726,C66,66,CUSTOMER,1694,C39,39,CUSTOMER
4946,7353,C66,66,CUSTOMER,1148,C40,40,CUSTOMER
4947,6505,C66,66,CUSTOMER,1185,C41,41,CUSTOMER
4948,11673,C66,66,CUSTOMER,1899,C42,42,CUSTOMER
4949,11512,C66,66,CUSTOMER,1876,C43,43,CUSTOMER
4950,9202,C66,66,CUSTOMER,1550,C44,44,CUSTOMER
4951,7877,C66,66,CUSTOMER,1341,C45,45,CUSTOMER
4952,12605,C66,66,CUSTOMER,2124,C46,46,CUSTOMER
4953,12146,C66,66,CUSTOMER,2000,C47,47,CUSTOMER
4954,9780,C66,66,CUSTOMER,1558,C48,48,CUSTOMER
4955,7575,C66,66,CUSTOMER,1329,C49,49,CUSTOMER
4956,6315,C66,66,CUSTOMER,1107,C50,50,CUSTOMER
4957,6982,C51,51,CUSTOMER,1178,C65,65,CUSTOMER
4958,2085,C52,52,CUSTOMER,443,C65,65,CUSTOMER
4959,8360,C53,53,CUSTOMER,1393,C65,65,CUSTOMER
4960,3777,C54,54,CUSTOMER,774,C65,65,CUSTOMER
4961,6243,C55,55,CUSTOMER,1153,C65,65,CUSTOMER
4962,6658,C56,56,CUSTOMER,1292,C65,65,CUSTOMER
4963,8290,C57,57,CUSTOMER,1433,C65,65,CUSTOMER
4964,5695,C58,58,CUSTOMER,1215,C65,65,CUSTOMER
4965,4363,C59,59,CUSTOMER,814,C65,65,CUSTOMER
4966,4572,C60,60,CUSTOMER,863,C65,65,CUSTOMER
4968,8693,C62,62,CUSTOMER,1517,C65,65,CUSTOMER
4969,8889,C63,63,CUSTOMER,1537,C65,65,CUSTOMER
4970,9385,C64,64,CUSTOMER,1537,C65,65,CUSTOMER
4971,15674,D1,1,DEPOT,2348,C65,65,CUSTOMER
4972,10546,D2,2,DEPOT,1806,C65,65,CUSTOMER
4973,8414,D3,3,DEPOT,1533,C65,65,CUSTOMER
4974,6375,D4,4,DEPOT,930,C65,65,CUSTOMER
4975,12261,D5,5,DEPOT,2060,C65,65,CUSTOMER
4981,13650,C31,31,CUSTOMER,1437,C66,66,CUSTOMER
4982,15807,C32,32,CUSTOMER,1664,C66,66,CUSTOMER
4983,9525,C33,33,CUSTOMER,1155,C66,66,CUSTOMER
4984,10636,C34,34,CUSTOMER,1297,C66,66,CUSTOMER
4985,11291,C35,35,CUSTOMER,1402,C66,66,CUSTOMER
4986,7482,C36,36,CUSTOMER,1274,C66,66,CUSTOMER
4987,13339,C37,37,CUSTOMER,1713,C66,66,CUSTOMER
4988,10502,C38,38,CUSTOMER,1165,C66,66,CUSTOMER
4989,12755,C39,39,CUSTOMER,1675,C66,66,CUSTOMER
4990,9619,C40,40,CUSTOMER,1147,C66,66,CUSTOMER
4991,9350,C41,41,CUSTOMER,1113,C66,66,CUSTOMER
4992,13747,C42,42,CUSTOMER,1903,C66,66,CUSTOMER
4993,13317,C43,43,CUSTOMER,1814,C66,66,CUSTOMER
4994,12035,C44,44,CUSTOMER,1647,C66,66,CUSTOMER
4995,8617,C45,45,CUSTOMER,1007,C66,66,CUSTOMER
4996,14636,C46,46,CUSTOMER,1983,C66,66,CUSTOMER
4997,14176,C47,47,CUSTOMER,1836,C66,66,CUSTOMER
4998,11302,C48,48,CUSTOMER,1476,C66,66,CUSTOMER
4999,10021,C49,49,CUSTOMER,1291,C66,66,CUSTOMER
5000,9513,C50,50,CUSTOMER,1164,C66,66,CUSTOMER
5001,6227,C66,66,CUSTOMER,1152,C51,51,CUSTOMER
5002,11373,C66,66,CUSTOMER,1840,C52,52,CUSTOMER
5003,6471,C66,66,CUSTOMER,1086,C53,53,CUSTOMER
5004,12109,C66,66,CUSTOMER,1545,C54,54,CUSTOMER
5005,8934,C66,66,CUSTOMER,1532,C55,55,CUSTOMER
5006,8333,C66,66,CUSTOMER,1456,C56,56,CUSTOMER
5007,5579,C66,66,CUSTOMER,939,C57,57,CUSTOMER
5008,8001,C66,66,CUSTOMER,1385,C58,58,CUSTOMER
5009,9643,C66,66,CUSTOMER,1681,C59,59,CUSTOMER
5010,9346,C66,66,CUSTOMER,1626,C60,60,CUSTOMER
5012,4243,C66,66,CUSTOMER,745,C62,62,CUSTOMER
5013,10094,C66,66,CUSTOMER,1225,C63,63,CUSTOMER
5014,5069,C66,66,CUSTOMER,881,C64,64,CUSTOMER
5015,13124,C66,66,CUSTOMER,2161,C65,65,CUSTOMER
5016,0,C66,66,CUSTOMER,0,C66,66,CUSTOMER
5017,9959,C66,66,CUSTOMER,1238,D1,1,DEPOT
5018,5009,C66,66,CUSTOMER,849,D2,2,DEPOT
5019,16111,C66,66,CUSTOMER,1467,D3,3,DEPOT
5020,26021,C66,66,CUSTOMER,2283,D4,4,DEPOT
5021,2290,C66,66,CUSTOMER,457,D5,5,DEPOT
5022,4439,C67,67,CUSTOMER,786,C1,1,CUSTOMER
5023,4779,C67,67,CUSTOMER,627,C2,2,CUSTOMER
5024,6838,C67,67,CUSTOMER,971,C3,3,CUSTOMER
5025,3691,C67,67,CUSTOMER,715,C4,4,CUSTOMER
5026,3847,C67,67,CUSTOMER,798,C5,5,CUSTOMER
5027,6184,C67,67,CUSTOMER,1051,C6,6,CUSTOMER
5028,7396,C67,67,CUSTOMER,1122,C7,7,CUSTOMER
5029,7117,C67,67,CUSTOMER,1047,C8,8,CUSTOMER
5030,13196,C67,67,CUSTOMER,1719,C9,9,CUSTOMER
5031,2745,C67,67,CUSTOMER,402,C10,10,CUSTOMER
5032,15570,C67,67,CUSTOMER,1826,C11,11,CUSTOMER
5033,4895,C67,67,CUSTOMER,687,C12,12,CUSTOMER
5034,6707,C67,67,CUSTOMER,1084,C13,13,CUSTOMER
5035,23158,C67,67,CUSTOMER,1973,C14,14,CUSTOMER
5036,19803,C67,67,CUSTOMER,2223,C15,15,CUSTOMER
5037,16690,C67,67,CUSTOMER,1940,C16,16,CUSTOMER
5047,9067,C51,51,CUSTOMER,1065,C66,66,CUSTOMER
5048,13377,C52,52,CUSTOMER,1809,C66,66,CUSTOMER
5049,6840,C53,53,CUSTOMER,741,C66,66,CUSTOMER
5050,10612,C54,54,CUSTOMER,1449,C66,66,CUSTOMER
5051,9850,C55,55,CUSTOMER,1293,C66,66,CUSTOMER
5052,9577,C56,56,CUSTOMER,1294,C66,66,CUSTOMER
5053,6278,C57,57,CUSTOMER,866,C66,66,CUSTOMER
5054,9139,C58,58,CUSTOMER,1179,C66,66,CUSTOMER
5055,11802,C59,59,CUSTOMER,1691,C66,66,CUSTOMER
5056,10981,C60,60,CUSTOMER,1493,C66,66,CUSTOMER
5058,4557,C62,62,CUSTOMER,835,C66,66,CUSTOMER
5059,8942,C63,63,CUSTOMER,1077,C66,66,CUSTOMER
5060,6494,C64,64,CUSTOMER,704,C66,66,CUSTOMER
5061,13772,C65,65,CUSTOMER,2008,C66,66,CUSTOMER
5062,6559,D1,1,DEPOT,858,C66,66,CUSTOMER
5063,5465,D2,2,DEPOT,672,C66,66,CUSTOMER
5064,15604,D3,3,DEPOT,1398,C66,66,CUSTOMER
5065,18921,D4,4,DEPOT,2349,C66,66,CUSTOMER
5066,2476,D5,5,DEPOT,473,C66,66,CUSTOMER
5067,4799,C1,1,CUSTOMER,782,C67,67,CUSTOMER
5068,5064,C2,2,CUSTOMER,782,C67,67,CUSTOMER
5069,6667,C3,3,CUSTOMER,1071,C67,67,CUSTOMER
5070,3650,C4,4,CUSTOMER,668,C67,67,CUSTOMER
5071,4509,C5,5,CUSTOMER,754,C67,67,CUSTOMER
5072,5593,C6,6,CUSTOMER,963,C67,67,CUSTOMER
5073,7126,C7,7,CUSTOMER,995,C67,67,CUSTOMER
5074,6553,C8,8,CUSTOMER,1036,C67,67,CUSTOMER
5075,10036,C9,9,CUSTOMER,1635,C67,67,CUSTOMER
5076,2402,C10,10,CUSTOMER,359,C67,67,CUSTOMER
5077,12700,C11,11,CUSTOMER,1835,C67,67,CUSTOMER
5078,5255,C12,12,CUSTOMER,777,C67,67,CUSTOMER
5079,6182,C13,13,CUSTOMER,947,C67,67,CUSTOMER
5080,23476,C14,14,CUSTOMER,1977,C67,67,CUSTOMER
5081,24421,C15,15,CUSTOMER,2248,C67,67,CUSTOMER
5082,16366,C16,16,CUSTOMER,1971,C67,67,CUSTOMER
5097,10897,C67,67,CUSTOMER,1518,C31,31,CUSTOMER
5098,9955,C67,67,CUSTOMER,1588,C32,32,CUSTOMER
5099,8824,C67,67,CUSTOMER,1184,C33,33,CUSTOMER
5100,6334,C67,67,CUSTOMER,1051,C34,34,CUSTOMER
5101,6988,C67,67,CUSTOMER,1163,C35,35,CUSTOMER
5102,6907,C67,67,CUSTOMER,1148,C36,36,CUSTOMER
5103,8274,C67,67,CUSTOMER,1364,C37,37,CUSTOMER
5104,9512,C67,67,CUSTOMER,1297,C38,38,CUSTOMER
5105,7093,C67,67,CUSTOMER,1152,C39,39,CUSTOMER
5106,5354,C67,67,CUSTOMER,917,C40,40,CUSTOMER
5107,5050,C67,67,CUSTOMER,837,C41,41,CUSTOMER
5108,8040,C67,67,CUSTOMER,1354,C42,42,CUSTOMER
5109,7879,C67,67,CUSTOMER,1331,C43,43,CUSTOMER
5110,6045,C67,67,CUSTOMER,980,C44,44,CUSTOMER
5111,4302,C67,67,CUSTOMER,727,C45,45,CUSTOMER
5112,8972,C67,67,CUSTOMER,1579,C46,46,CUSTOMER
5113,8512,C67,67,CUSTOMER,1454,C47,47,CUSTOMER
5114,6778,C67,67,CUSTOMER,1149,C48,48,CUSTOMER
5115,4768,C67,67,CUSTOMER,822,C49,49,CUSTOMER
5116,5254,C67,67,CUSTOMER,918,C50,50,CUSTOMER
5117,6310,C68,68,CUSTOMER,1135,C1,1,CUSTOMER
5118,1855,C68,68,CUSTOMER,353,C2,2,CUSTOMER
5119,3915,C68,68,CUSTOMER,697,C3,3,CUSTOMER
5120,5562,C68,68,CUSTOMER,1063,C4,4,CUSTOMER
5121,3731,C68,68,CUSTOMER,772,C5,5,CUSTOMER
5122,6559,C68,68,CUSTOMER,1285,C6,6,CUSTOMER
5123,9291,C68,68,CUSTOMER,1423,C7,7,CUSTOMER
5124,4193,C68,68,CUSTOMER,773,C8,8,CUSTOMER
5125,9434,C68,68,CUSTOMER,1691,C9,9,CUSTOMER
5126,2785,C68,68,CUSTOMER,541,C10,10,CUSTOMER
5127,12647,C68,68,CUSTOMER,1552,C11,11,CUSTOMER
5128,7843,C68,68,CUSTOMER,1205,C12,12,CUSTOMER
5129,4625,C68,68,CUSTOMER,823,C13,13,CUSTOMER
5130,17849,C68,68,CUSTOMER,1978,C14,14,CUSTOMER
5131,22750,C68,68,CUSTOMER,2741,C15,15,CUSTOMER
5132,19637,C68,68,CUSTOMER,2458,C16,16,CUSTOMER
5147,11166,C31,31,CUSTOMER,1489,C67,67,CUSTOMER
5148,9763,C32,32,CUSTOMER,1580,C67,67,CUSTOMER
5149,9143,C33,33,CUSTOMER,1153,C67,67,CUSTOMER
5150,6464,C34,34,CUSTOMER,1092,C67,67,CUSTOMER
5151,7118,C35,35,CUSTOMER,1197,C67,67,CUSTOMER
5152,6992,C36,36,CUSTOMER,1195,C67,67,CUSTOMER
5153,8128,C37,37,CUSTOMER,1370,C67,67,CUSTOMER
5154,9681,C38,38,CUSTOMER,1213,C67,67,CUSTOMER
5155,6812,C39,39,CUSTOMER,1176,C67,67,CUSTOMER
5156,5446,C40,40,CUSTOMER,942,C67,67,CUSTOMER
5157,5178,C41,41,CUSTOMER,908,C67,67,CUSTOMER
5158,8069,C42,42,CUSTOMER,1483,C67,67,CUSTOMER
5159,7639,C43,43,CUSTOMER,1395,C67,67,CUSTOMER
5160,6064,C44,44,CUSTOMER,1025,C67,67,CUSTOMER
5161,3677,C45,45,CUSTOMER,634,C67,67,CUSTOMER
5162,8537,C46,46,CUSTOMER,1619,C67,67,CUSTOMER
5163,8077,C47,47,CUSTOMER,1472,C67,67,CUSTOMER
5164,6448,C48,48,CUSTOMER,1111,C67,67,CUSTOMER
5165,4849,C49,49,CUSTOMER,824,C67,67,CUSTOMER
5166,5341,C50,50,CUSTOMER,960,C67,67,CUSTOMER
5167,7031,C1,1,CUSTOMER,1243,C68,68,CUSTOMER
5168,1680,C2,2,CUSTOMER,379,C68,68,CUSTOMER
5169,3284,C3,3,CUSTOMER,668,C68,68,CUSTOMER
5170,6781,C4,4,CUSTOMER,1127,C68,68,CUSTOMER
5171,4164,C5,5,CUSTOMER,815,C68,68,CUSTOMER
5172,7648,C6,6,CUSTOMER,1375,C68,68,CUSTOMER
5173,10131,C7,7,CUSTOMER,1446,C68,68,CUSTOMER
5174,3170,C8,8,CUSTOMER,633,C68,68,CUSTOMER
5175,9398,C9,9,CUSTOMER,1570,C68,68,CUSTOMER
5176,4051,C10,10,CUSTOMER,828,C68,68,CUSTOMER
5177,9316,C11,11,CUSTOMER,1432,C68,68,CUSTOMER
5178,9226,C12,12,CUSTOMER,1316,C68,68,CUSTOMER
5179,2798,C13,13,CUSTOMER,545,C68,68,CUSTOMER
5180,16704,C14,14,CUSTOMER,1984,C68,68,CUSTOMER
5181,24089,C15,15,CUSTOMER,2854,C68,68,CUSTOMER
5182,20897,C16,16,CUSTOMER,2562,C68,68,CUSTOMER
5192,2208,C69,69,CUSTOMER,409,C1,1,CUSTOMER
5193,4941,C69,69,CUSTOMER,805,C2,2,CUSTOMER
5194,7001,C69,69,CUSTOMER,1149,C3,3,CUSTOMER
5195,1460,C69,69,CUSTOMER,337,C4,4,CUSTOMER
5196,3335,C69,69,CUSTOMER,646,C5,5,CUSTOMER
5197,5058,C69,69,CUSTOMER,901,C6,6,CUSTOMER
5198,5486,C69,69,CUSTOMER,754,C7,7,CUSTOMER
5199,7279,C69,69,CUSTOMER,1225,C8,8,CUSTOMER
5200,11284,C69,69,CUSTOMER,1350,C9,9,CUSTOMER
5201,2433,C69,69,CUSTOMER,514,C10,10,CUSTOMER
5202,10416,C69,69,CUSTOMER,1612,C11,11,CUSTOMER
5203,7588,C69,69,CUSTOMER,1140,C12,12,CUSTOMER
5204,6658,C69,69,CUSTOMER,1274,C13,13,CUSTOMER
